#====== H (10) into Layer 1                      =======
#        SRIM-2013.00
#========================================
#      Ion and Recoil IONIZATION     
# See SRIM Outputs\TDATA.txt for details   
#========================================
#--------------------------------------------------------------------
#    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
#--------------------------------------------------------------------
# See file :  SRIM Outputs\TDATA.txt   for calculation data
# Ion    = He   Energy = 10000 keV
#============= TARGET MATERIAL ======================================
#Layer 1 : Carbon Dioxide (ICRU-134)
#Layer Width = 10000.E+06 A ;
#  Layer # 1- Density = 1.398E19 atoms/cm3 = 3.406 g/cm3
#  Layer # 1-  C = 33.3 Atomic Percent = 27.2 Mass Percent
#  Layer # 1-  O = 66.6 Atomic Percent = 72.7 Mass Percent
#====================================================================
# Total Ions calculated =000999.00
#===============================================================
#  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
#===============================================================
#
#  TARGET       IONIZ.       IONIZ.  
#  DEPTH         by           by     
#  (Ang)        IONS         RECOILS 
#-----------  -----------  -----------
3.6300E+9	5.2721E-3	6.9989E-7
3.6350E+9	5.2939E-3	6.70269E-7
3.6400E+9	5.3353E-3	5.39182E-6
3.6450E+9	5.3827E-3	7.63689E-7
3.6500E+9	5.4236E-3	8.0741E-7
3.6550E+9	5.4554E-3	7.9903E-7
3.6600E+9	5.4941E-3	3.3963E-7
3.6650E+9	5.5404E-3	3.72568E-7
3.6700E+9	5.5762E-3	1.8499E-6
3.6750E+9	5.5990E-3	1.30665E-6
3.6800E+9	5.6313E-3	1.39532E-6
3.6850E+9	5.6806E-3	1.08839E-6
3.6900E+9	5.7357E-3	7.28461E-7
3.6950E+9	5.7702E-3	9.40948E-7
3.7000E+9	5.7980E-3	8.78245E-7
3.7050E+9	5.8294E-3	6.54323E-7
3.7100E+9	5.8667E-3	6.97276E-6
3.7150E+9	5.9026E-3	9.38943E-7
3.7200E+9	5.9132E-3	2.3614E-6
3.7250E+9	5.9423E-3	1.29719E-6
3.7300E+9	5.9731E-3	1.7341E-6
3.7350E+9	5.9913E-3	8.22306E-7
3.7400E+9	5.9869E-3	5.35035E-7
3.7450E+9	6.0046E-3	1.07263E-6
3.7500E+9	6.0199E-3	7.37881E-7
3.7550E+9	6.0155E-3	1.09098E-6
3.7600E+9	6.0278E-3	8.52693E-7
3.7650E+9	6.0140E-3	4.06511E-6
3.7700E+9	5.9794E-3	2.01157E-6
3.7750E+9	5.9344E-3	2.67991E-6
3.7800E+9	5.9028E-3	4.29282E-6
3.7850E+9	5.8621E-3	2.81134E-6
3.7900E+9	5.7926E-3	2.02807E-6
3.7950E+9	5.7037E-3	1.14638E-6
3.8000E+9	5.6214E-3	9.11219E-7
3.8050E+9	5.4970E-3	1.08678E-5
3.8100E+9	5.4112E-3	1.90477E-6
3.8150E+9	5.2882E-3	1.00081E-5
3.8200E+9	5.1529E-3	4.38323E-6
3.8250E+9	5.0003E-3	2.5723E-6
3.8300E+9	4.8162E-3	3.89099E-6
3.8350E+9	4.6256E-3	4.70945E-6
3.8400E+9	4.4266E-3	4.53397E-6
3.8450E+9	4.2415E-3	3.83493E-6
3.8500E+9	4.0047E-3	1.85058E-5
3.8550E+9	3.7930E-3	1.21545E-5
3.8600E+9	3.5319E-3	8.25367E-6
3.8650E+9	3.2790E-3	9.60732E-6
3.8700E+9	3.0362E-3	1.5997E-5
3.8750E+9	2.8199E-3	1.26466E-5
3.8800E+9	2.5200E-3	1.99105E-5
3.8850E+9	2.2778E-3	2.81176E-5
3.8900E+9	1.9553E-3	3.19555E-5
3.8950E+9	1.6374E-3	3.98923E-5
3.9000E+9	1.2462E-3	4.8903E-5
3.9050E+9	7.6647E-4	4.71022E-5
3.9100E+9	3.2645E-4	3.16971E-5
3.9150E+9	7.5029E-5	9.92042E-6
3.9200E+9	8.2100E-6	1.38089E-6
3.9250E+9	3.3825E-7	4.33833E-8
3.9300E+9	0.0000E+0	0
3.9350E+9	0.0000E+0	0
3.9400E+9	0.0000E+0	0
3.9450E+9	0.0000E+0	0
3.9500E+9	0.0000E+0	0
3.9550E+9	0.0000E+0	0
3.9600E+9	0.0000E+0	0
3.9650E+9	0.0000E+0	0
3.9700E+9	0.0000E+0	0
3.9750E+9	0.0000E+0	0
3.9800E+9	0.0000E+0	0
3.9850E+9	0.0000E+0	0
3.9900E+9	0.0000E+0	0
3.9950E+9	0.0000E+0	0
4.0000E+9	0.0000E+0	0
